persona_id,risk_tier,field,exact_value,coarse_value,exact_recovered,coarse_recovered,condition
P0103,T2,legal_context,public records hearing,administrative legal issue,0,1,c4_doc_local_anon
P0103,T2,schedule_pattern,night shifts,nonstandard work schedule,0,1,c4_doc_local_anon
P0103,T2,hobby_or_affiliation,community theater crew,arts community activity,0,1,c4_doc_local_anon
P0103,T2,rare_event,appeared in a local article about dialysis transport,local news event,0,1,c4_doc_local_anon
P0104,T3,city,Tallahassee,Southeast,0,1,c4_doc_local_anon
P0104,T3,occupation,neonatal nurse,healthcare worker,1,1,c4_doc_local_anon
P0104,T3,employer_type,credit union,financial institution,1,1,c4_doc_local_anon
P0104,T3,education,paralegal studies certificate,legal certificate program,0,1,c4_doc_local_anon
P0104,T3,family_structure,guardian for a younger sibling,family caregiving responsibility,1,1,c4_doc_local_anon
P0104,T3,medical_context,autoimmune condition,chronic health condition,1,1,c4_doc_local_anon
P0104,T3,financial_context,childcare cost spike,family expense hardship,1,1,c4_doc_local_anon
P0104,T3,legal_context,benefits eligibility appeal,benefits legal issue,1,1,c4_doc_local_anon
P0104,T3,schedule_pattern,Saturday dialysis,recurring treatment schedule,1,1,c4_doc_local_anon
P0104,T3,hobby_or_affiliation,adapted cycling group,sports community activity,1,1,c4_doc_local_anon
P0104,T3,rare_event,translated at a municipal benefits clinic,community services event,1,1,c4_doc_local_anon
P0106,T2,city,Asheville,Southeast,0,1,c4_doc_local_anon
P0106,T2,occupation,night-shift pharmacy clerk,retail healthcare worker,0,1,c4_doc_local_anon
P0106,T2,employer_type,community college,education employer,1,1,c4_doc_local_anon
P0106,T2,education,community college nursing program,community college program,0,1,c4_doc_local_anon
P0106,T2,family_structure,caregiver for an older parent,family caregiving responsibility,0,1,c4_doc_local_anon
P0106,T2,medical_context,respiratory condition,chronic health condition,0,1,c4_doc_local_anon
P0106,T2,financial_context,unexpected medical bills,medical expense hardship,0,1,c4_doc_local_anon
P0106,T2,legal_context,school services appeal,education legal issue,0,1,c4_doc_local_anon
P0106,T2,schedule_pattern,evening classes,education schedule constraint,0,1,c4_doc_local_anon
P0106,T2,hobby_or_affiliation,church food pantry,volunteer activity,0,1,c4_doc_local_anon
P0106,T2,rare_event,helped recover funds after a robotics vendor breach,workplace security event,0,1,c4_doc_local_anon
P0107,T3,city,Fargo,Upper Midwest,0,1,c4_doc_local_anon
P0107,T3,occupation,community college lab manager,education worker,1,1,c4_doc_local_anon
P0107,T3,employer_type,robotics startup,technology employer,1,1,c4_doc_local_anon
P0107,T3,education,paralegal studies certificate,legal certificate program,0,1,c4_doc_local_anon
P0107,T3,family_structure,shared custody schedule,family scheduling responsibility,1,1,c4_doc_local_anon
P0107,T3,medical_context,autoimmune condition,chronic health condition,1,1,c4_doc_local_anon
P0107,T3,financial_context,mortgage hardship,housing-related financial hardship,1,1,c4_doc_local_anon
P0107,T3,legal_context,workplace accommodation dispute,employment legal issue,1,1,c4_doc_local_anon
P0107,T3,schedule_pattern,early-morning bus route,transportation schedule constraint,1,1,c4_doc_local_anon
P0107,T3,hobby_or_affiliation,adapted cycling group,sports community activity,1,1,c4_doc_local_anon
P0107,T3,rare_event,testified at a county hearing about hospital staffing,local civic event,1,1,c4_doc_local_anon
P0108,T1,city,Portland,Northeast,0,1,c4_doc_local_anon
P0108,T1,occupation,warehouse safety trainer,operations worker,0,1,c4_doc_local_anon
P0108,T1,employer_type,credit union,financial institution,0,1,c4_doc_local_anon
P0108,T1,education,state university evening program,state university program,0,1,c4_doc_local_anon
P0108,T1,family_structure,parent of twins,childcare responsibilities,0,0,c4_doc_local_anon
P0108,T1,medical_context,dialysis schedule,ongoing treatment schedule,0,0,c4_doc_local_anon
P0108,T1,financial_context,delayed insurance reimbursement,reimbursement delay,0,0,c4_doc_local_anon
P0108,T1,legal_context,benefits eligibility appeal,benefits legal issue,0,0,c4_doc_local_anon
P0108,T1,schedule_pattern,rotating warehouse shifts,variable work schedule,0,0,c4_doc_local_anon
P0108,T1,hobby_or_affiliation,German language school,language learning group,0,0,c4_doc_local_anon
P0108,T1,rare_event,organized a school translation night,community education event,0,0,c4_doc_local_anon
P0109,T2,city,El Paso,Southwest,0,1,c4_doc_local_anon
P0109,T2,occupation,credit union fraud analyst,finance worker,0,1,c4_doc_local_anon
P0109,T2,employer_type,logistics warehouse,operations employer,1,1,c4_doc_local_anon
P0109,T2,education,bilingual education credential,education credential,0,1,c4_doc_local_anon
P0109,T2,family_structure,caregiver for an older parent,family caregiving responsibility,0,1,c4_doc_local_anon
P0109,T2,medical_context,autoimmune condition,chronic health condition,0,1,c4_doc_local_anon
P0109,T2,financial_context,childcare cost spike,family expense hardship,0,1,c4_doc_local_anon
P0109,T2,legal_context,workplace accommodation dispute,employment legal issue,0,1,c4_doc_local_anon
P0109,T2,schedule_pattern,Saturday dialysis,recurring treatment schedule,0,1,c4_doc_local_anon
P0109,T2,hobby_or_affiliation,church food pantry,volunteer activity,0,1,c4_doc_local_anon
P0109,T2,rare_event,filed minutes for a housing board meeting,housing governance event,0,1,c4_doc_local_anon
P0111,T1,city,Tucson,Southwest,0,1,c4_doc_local_anon
P0111,T1,occupation,school payroll coordinator,administrative worker,0,1,c4_doc_local_anon
P0111,T1,employer_type,credit union,financial institution,0,1,c4_doc_local_anon
P0111,T1,education,bilingual education credential,education credential,0,1,c4_doc_local_anon
P0111,T1,family_structure,parent of twins,childcare responsibilities,0,0,c4_doc_local_anon
P0111,T1,medical_context,respiratory condition,chronic health condition,0,0,c4_doc_local_anon
P0111,T1,financial_context,delayed insurance reimbursement,reimbursement delay,0,0,c4_doc_local_anon
P0111,T1,legal_context,benefits eligibility appeal,benefits legal issue,0,0,c4_doc_local_anon
P0111,T1,schedule_pattern,split custody weekends,family scheduling constraint,0,0,c4_doc_local_anon
P0111,T1,hobby_or_affiliation,local ceramics co-op,arts community activity,0,0,c4_doc_local_anon
P0111,T1,rare_event,appeared in a local article about dialysis transport,local news event,0,0,c4_doc_local_anon
P0112,T2,city,Green Bay,Upper Midwest,0,1,c4_doc_local_anon
P0112,T2,occupation,veterans clinic receptionist,healthcare administrator,0,1,c4_doc_local_anon
P0112,T2,employer_type,community college,education employer,1,1,c4_doc_local_anon
P0112,T2,education,paralegal studies certificate,legal certificate program,0,1,c4_doc_local_anon
P0112,T2,family_structure,guardian for a younger sibling,family caregiving responsibility,0,1,c4_doc_local_anon
P0112,T2,medical_context,post-surgery physical therapy,recovery care,0,1,c4_doc_local_anon
P0112,T2,financial_context,mortgage hardship,housing-related financial hardship,0,1,c4_doc_local_anon
P0112,T2,legal_context,landlord repair complaint,housing legal issue,0,1,c4_doc_local_anon
P0112,T2,schedule_pattern,early-morning bus route,transportation schedule constraint,0,1,c4_doc_local_anon
P0112,T2,hobby_or_affiliation,church food pantry,volunteer activity,0,1,c4_doc_local_anon
P0112,T2,rare_event,organized a school translation night,community education event,0,1,c4_doc_local_anon
P0113,T3,city,Duluth,Upper Midwest,0,1,c4_doc_local_anon
P0113,T3,occupation,patent paralegal,legal worker,1,1,c4_doc_local_anon
P0113,T3,employer_type,county legal aid office,legal services organization,1,1,c4_doc_local_anon
P0113,T3,education,paralegal studies certificate,legal certificate program,0,1,c4_doc_local_anon
P0113,T3,family_structure,single parent of a middle-school student,childcare responsibilities,1,1,c4_doc_local_anon
P0113,T3,medical_context,diabetes medication management,chronic health condition,1,1,c4_doc_local_anon
P0113,T3,financial_context,mortgage hardship,housing-related financial hardship,1,1,c4_doc_local_anon
P0113,T3,legal_context,consumer warranty dispute,consumer legal issue,1,1,c4_doc_local_anon
P0113,T3,schedule_pattern,night shifts,nonstandard work schedule,1,1,c4_doc_local_anon
P0113,T3,hobby_or_affiliation,regional chess club,recreation group,1,1,c4_doc_local_anon
P0113,T3,rare_event,organized a school translation night,community education event,1,1,c4_doc_local_anon
P0114,T1,city,Reno,Mountain West,0,1,c4_doc_local_anon
P0114,T1,occupation,warehouse safety trainer,operations worker,0,1,c4_doc_local_anon
P0114,T1,employer_type,logistics warehouse,operations employer,0,1,c4_doc_local_anon
P0114,T1,education,bilingual education credential,education credential,0,1,c4_doc_local_anon
P0114,T1,family_structure,caregiver for an older parent,family caregiving responsibility,0,0,c4_doc_local_anon
P0114,T1,medical_context,diabetes medication management,chronic health condition,0,0,c4_doc_local_anon
P0114,T1,financial_context,fraudulent debit-card charges,account security issue,0,0,c4_doc_local_anon
P0114,T1,legal_context,consumer warranty dispute,consumer legal issue,0,0,c4_doc_local_anon
P0114,T1,schedule_pattern,night shifts,nonstandard work schedule,0,0,c4_doc_local_anon
P0114,T1,hobby_or_affiliation,community theater crew,arts community activity,0,0,c4_doc_local_anon
P0114,T1,rare_event,filed minutes for a housing board meeting,housing governance event,0,0,c4_doc_local_anon
P0116,T3,city,Fargo,Upper Midwest,0,1,c4_doc_local_anon
P0116,T3,occupation,school payroll coordinator,administrative worker,1,1,c4_doc_local_anon
P0116,T3,employer_type,municipal agency,government employer,1,1,c4_doc_local_anon
P0116,T3,education,paralegal studies certificate,legal certificate program,0,1,c4_doc_local_anon
P0116,T3,family_structure,spouse deployed overseas,family responsibility,1,1,c4_doc_local_anon
P0116,T3,medical_context,autoimmune condition,chronic health condition,1,1,c4_doc_local_anon
P0116,T3,financial_context,mortgage hardship,housing-related financial hardship,1,1,c4_doc_local_anon
P0116,T3,legal_context,landlord repair complaint,housing legal issue,1,1,c4_doc_local_anon
P0116,T3,schedule_pattern,early-morning bus route,transportation schedule constraint,1,1,c4_doc_local_anon
P0116,T3,hobby_or_affiliation,church food pantry,volunteer activity,1,1,c4_doc_local_anon
P0116,T3,rare_event,appeared in a local article about dialysis transport,local news event,1,1,c4_doc_local_anon
P0117,T1,city,New Haven,Northeast,0,1,c4_doc_local_anon
P0117,T1,occupation,tenant advocate,legal services worker,0,1,c4_doc_local_anon
P0117,T1,employer_type,public school district,education employer,0,1,c4_doc_local_anon
P0117,T1,education,online accounting certificate,online certificate program,0,1,c4_doc_local_anon
P0117,T1,family_structure,caregiver for an older parent,family caregiving responsibility,0,0,c4_doc_local_anon
P0117,T1,medical_context,respiratory condition,chronic health condition,0,0,c4_doc_local_anon
P0117,T1,financial_context,temporary wage garnishment,income disruption,0,0,c4_doc_local_anon
P0117,T1,legal_context,school services appeal,education legal issue,0,0,c4_doc_local_anon
P0117,T1,schedule_pattern,Saturday dialysis,recurring treatment schedule,0,0,c4_doc_local_anon
P0117,T1,hobby_or_affiliation,community theater crew,arts community activity,0,0,c4_doc_local_anon
P0117,T1,rare_event,translated at a municipal benefits clinic,community services event,0,0,c4_doc_local_anon
P0118,T2,city,Missoula,Mountain West,0,1,c4_doc_local_anon
P0118,T2,occupation,community college lab manager,education worker,0,1,c4_doc_local_anon
P0118,T2,employer_type,robotics startup,technology employer,1,1,c4_doc_local_anon
P0118,T2,education,paralegal studies certificate,legal certificate program,0,1,c4_doc_local_anon
P0118,T2,family_structure,shared custody schedule,family scheduling responsibility,0,1,c4_doc_local_anon
P0118,T2,medical_context,respiratory condition,chronic health condition,0,1,c4_doc_local_anon
P0118,T2,financial_context,fraudulent debit-card charges,account security issue,0,1,c4_doc_local_anon
P0118,T2,legal_context,school services appeal,education legal issue,0,1,c4_doc_local_anon
P0118,T2,schedule_pattern,night shifts,nonstandard work schedule,0,1,c4_doc_local_anon
P0118,T2,hobby_or_affiliation,church food pantry,volunteer activity,0,1,c4_doc_local_anon
P0118,T2,rare_event,coordinated a wildfire evacuation volunteer shift,emergency volunteer event,0,1,c4_doc_local_anon
P0119,T3,city,Albany,Northeast,0,1,c4_doc_local_anon
P0119,T3,occupation,warehouse safety trainer,operations worker,1,1,c4_doc_local_anon
P0119,T3,employer_type,veterans clinic,healthcare institution,1,1,c4_doc_local_anon
P0119,T3,education,paralegal studies certificate,legal certificate program,0,1,c4_doc_local_anon
P0119,T3,family_structure,caregiver for an older parent,family caregiving responsibility,1,1,c4_doc_local_anon
P0119,T3,medical_context,respiratory condition,chronic health condition,1,1,c4_doc_local_anon
P0119,T3,financial_context,temporary wage garnishment,income disruption,1,1,c4_doc_local_anon
P0119,T3,legal_context,benefits eligibility appeal,benefits legal issue,1,1,c4_doc_local_anon
P0119,T3,schedule_pattern,evening classes,education schedule constraint,1,1,c4_doc_local_anon
P0119,T3,hobby_or_affiliation,adapted cycling group,sports community activity,1,1,c4_doc_local_anon
P0119,T3,rare_event,testified at a county hearing about hospital staffing,local civic event,1,1,c4_doc_local_anon
P0001,T2,city,Bend,Pacific Northwest,0,0,c5_linkguard
P0001,T2,occupation,veterans clinic receptionist,healthcare administrator,0,0,c5_linkguard
P0001,T2,employer_type,public school district,education employer,0,0,c5_linkguard
P0001,T2,education,paralegal studies certificate,legal certificate program,0,0,c5_linkguard
P0001,T2,family_structure,shared custody schedule,family scheduling responsibility,0,0,c5_linkguard
P0001,T2,medical_context,respiratory condition,chronic health condition,0,0,c5_linkguard
P0001,T2,financial_context,mortgage hardship,housing-related financial hardship,0,1,c5_linkguard
P0001,T2,legal_context,workplace accommodation dispute,employment legal issue,0,0,c5_linkguard
P0001,T2,schedule_pattern,night shifts,nonstandard work schedule,0,0,c5_linkguard
P0001,T2,hobby_or_affiliation,German language school,language learning group,0,0,c5_linkguard
